shapeid,x,y
0,-71.14172062,42.28977221
0,-71.14159817,42.28987425
0,-71.14147084,42.28998012
0,-71.14134675,42.29008377
0,-71.14121949,42.29018982
0,-71.14110992,42.29028281
0,-71.14097836,42.29039445
0,-71.14097784,42.2903949
0,-71.14085549,42.29049872
0,-71.14073786,42.29059855
0,-71.1406194,42.29069908
0,-71.14050228,42.29079847
0,-71.14037889,42.29090317
0,-71.14026218,42.29100167
0,-71.14013065,42.29111383
0,-71.14011139,42.29113017
0,-71.13999721,42.29122709
0,-71.13989235,42.29131605
0,-71.13983763,42.2913585
0,-71.13978669,42.29139802
0,-71.13964142,42.29152059
0,-71.13952101,42.29162218
0,-71.13939392,42.2917287
0,-71.13916014,42.29192474
0,-71.13903053,42.29203356
0,-71.13902451,42.29203861
0,-71.13891348,42.29213123
0,-71.13879063,42.29223494
0,-71.13878199,42.29224223
0,-71.13865848,42.29234595
0,-71.13865845,42.29234598
0,-71.13853629,42.29244856
0,-71.1385361,42.29244871
0,-71.13841712,42.29254862
0,-71.13829878,42.29264799
0,-71.13816861,42.29275728
0,-71.13816849,42.29275738
0,-71.13802879,42.29287402
0,-71.13798151,42.29291479
0,-71.13793251,42.29295704
0,-71.13767341,42.29317529
0,-71.13754012,42.29328747
0,-71.13742252,42.29338601
0,-71.13739172,42.29341181
0,-71.13728956,42.29334765
0,-71.1370068,42.29316247
0,-71.13695546,42.29320246
0,-71.13683989,42.29330258
0,-71.13683805,42.29330417
0,-71.13667799,42.29338114
0,-71.1364387,42.29359131
0,-71.13637911,42.29362397
0,-71.13631408,42.2936596
0,-71.13616736,42.29377949
0,-71.13602672,42.29389436
0,-71.1360231,42.29389732
0,-71.13601326,42.29390529
0,-71.1358981,42.29399946
0,-71.13587124,42.29402157
0,-71.1357206,42.29414463
0,-71.13556786,42.29426985
0,-71.13534391,42.2944563
0,-71.13546976,42.29450508
0,-71.13578629,42.29462777
0,-71.13565098,42.29473656
0,-71.13563214,42.29475171
0,-71.13570667,42.29479965
0,-71.13553894,42.29493948
0,-71.13538587,42.29506629
0,-71.13512806,42.29527874
0,-71.13510129,42.29530092
0,-71.13509528,42.2953059
0,-71.13497374,42.29540661
0,-71.13481191,42.29554087
0,-71.13464441,42.29567851
0,-71.13457473,42.29573526
0,-71.13447559,42.29581602
0,-71.13447474,42.29581671
0,-71.1344747,42.29581674
0,-71.13447351,42.29581773
0,-71.13447255,42.29581853
0,-71.13447168,42.29581932
0,-71.13447051,42.29582038
0,-71.13446855,42.29582228
0,-71.1344667,42.29582423
0,-71.13445821,42.29583039
0,-71.13436867,42.29590334
0,-71.13428101,42.29597476
0,-71.13428097,42.29597477
0,-71.13428085,42.29597484
0,-71.1342788,42.29597602
0,-71.1342768,42.29597725
0,-71.13427486,42.29597854
0,-71.13427299,42.29597988
0,-71.13427118,42.29598126
0,-71.13426943,42.29598268
0,-71.13426775,42.29598416
0,-71.13426614,42.29598567
0,-71.1342646,42.29598722
0,-71.13426314,42.29598882
0,-71.13426175,42.29599045
0,-71.13413759,42.29608993
0,-71.13394955,42.29624061
0,-71.13391803,42.29626385
0,-71.13391687,42.29626471
0,-71.13391595,42.29626538
0,-71.13380443,42.2963476
0,-71.13379952,42.29635122
0,-71.13379829,42.29635221
0,-71.13379709,42.29635323
0,-71.13379594,42.29635429
0,-71.13379483,42.29635535
0,-71.13379378,42.29635646
0,-71.13373885,42.29639628
0,-71.13372695,42.29640512
0,-71.13366458,42.29645144
0,-71.1334359,42.2966167
0,-71.13338568,42.29664898
0,-71.13316951,42.2967879
0,-71.1330534,42.29684597
0,-71.13241404,42.29716566
0,-71.13235624,42.29719024
0,-71.13234912,42.29719327
0,-71.13234721,42.29719408
0,-71.13233693,42.29719845
0,-71.1320403,42.29732457
0,-71.13189526,42.29738291
0,-71.13184272,42.29740543
0,-71.13142265,42.29758044
0,-71.13139623,42.29759145
0,-71.13138332,42.29759683
0,-71.13137658,42.29759963
0,-71.13136281,42.29760524
0,-71.13121967,42.29766349
0,-71.13102102,42.29775266
0,-71.13089351,42.29781432
0,-71.13083725,42.29784153
0,-71.13082757,42.29784621
0,-71.13082604,42.29784696
0,-71.13078493,42.29786721
0,-71.13063868,42.29794366
0,-71.13045301,42.29804841
0,-71.13027517,42.29815706
0,-71.13014046,42.29824334
0,-71.13009993,42.29826815
0,-71.13001085,42.29833141
0,-71.13001074,42.29833149
0,-71.1299996,42.2983394
0,-71.12994127,42.29838083
0,-71.12993987,42.29837805
0,-71.12990328,42.29830535
0,-71.12980426,42.29807298
0,-71.12983163,42.29771643
0,-71.12981506,42.29761445
0,-71.12980612,42.29755936
0,-71.12980603,42.2975588
0,-71.12979502,42.29749106
0,-71.12968538,42.29728987
0,-71.12968471,42.29728864
0,-71.12955067,42.29704267
0,-71.12936976,42.2967107
0,-71.12936006,42.29665293
0,-71.12935366,42.29661478
0,-71.12933409,42.29649821
0,-71.12933419,42.29646014
0,-71.12933444,42.29635797
0,-71.12933469,42.29625837
0,-71.12933478,42.29622345
0,-71.12933485,42.29619439
0,-71.12935612,42.29614193
0,-71.12936699,42.29611514
0,-71.12938367,42.296074
0,-71.12939203,42.29605338
0,-71.12943747,42.29594131
0,-71.12951002,42.29584534
0,-71.12953476,42.29581262
0,-71.12962857,42.29568852
0,-71.13007551,42.2952024
0,-71.13041518,42.29483294
0,-71.13043195,42.29479825
0,-71.13043536,42.29479119
0,-71.1304482,42.29476464
0,-71.13045738,42.29474564
0,-71.13047546,42.29470824
0,-71.13051064,42.29463547
0,-71.13056545,42.29452209
0,-71.13058986,42.29421935
0,-71.13060817,42.29399237
0,-71.13053777,42.2936639
0,-71.13039374,42.29358619
0,-71.13039318,42.29358593
0,-71.12993041,42.29333725
0,-71.12978224,42.29325762
0,-71.12937964,42.292991
0,-71.12937279,42.29298647
0,-71.12937533,42.29298448
0,-71.12948641,42.2928978
0,-71.12949873,42.29288818
0,-71.12960008,42.2928091
0,-71.12957525,42.29278866
0,-71.12947436,42.29270562
0,-71.12936074,42.29261212
0,-71.12925074,42.2925216
0,-71.12914721,42.2924364
0,-71.12903065,42.29234048
0,-71.12891615,42.29224876
0,-71.12878812,42.29214548
0,-71.1286806,42.29205901
0,-71.12864675,42.29203176
0,-71.12857138,42.29197107
0,-71.12841814,42.29184806
0,-71.12828345,42.29174044
0,-71.12823078,42.29169804
0,-71.12800795,42.29151908
0,-71.12787001,42.2914086
0,-71.1277349,42.29129991
0,-71.12774668,42.29129094
0,-71.12774683,42.29129083
0,-71.12774689,42.29129078
0,-71.12800409,42.29109521
0,-71.1280045,42.29109489
0,-71.1278724,42.2909964
0,-71.12735973,42.29100172
0,-71.12707714,42.29077508
0,-71.12697472,42.29069255
0,-71.1267137,42.29048019
0,-71.12638891,42.29021596
0,-71.1260757,42.29001121
0,-71.12607546,42.29001106
0,-71.12606485,42.29000412
0,-71.12604366,42.29002543
0,-71.12600594,42.29006608
0,-71.12598527,42.29009
0,-71.12597004,42.29010763
0,-71.12593601,42.29015003
0,-71.1259055,42.29019001
0,-71.12581211,42.29030787
0,-71.12572635,42.29041599
0,-71.12564098,42.29052363
0,-71.12555516,42.29063182
0,-71.1253783,42.2908548
0,-71.12528982,42.29096637
0,-71.12521756,42.29105747
0,-71.12510811,42.29119546
0,-71.12504305,42.29127748
0,-71.12497392,42.29136465
0,-71.12491249,42.29144208
0,-71.12485461,42.29151506
0,-71.1247983,42.29158606
0,-71.12473541,42.29166534
0,-71.1246811,42.29173382
0,-71.12464766,42.29177769
0,-71.12464456,42.29178177
0,-71.12455722,42.29189639
0,-71.12448164,42.29199559
0,-71.12445155,42.2920415
0,-71.12441893,42.2920889
0,-71.12439339,42.29212603
0,-71.12439288,42.29212678
0,-71.12438859,42.29213301
0,-71.12429439,42.29225881
0,-71.12422129,42.29235146
0,-71.12419456,42.29238181
0,-71.12410524,42.2924832
0,-71.12400925,42.29259208
0,-71.12397339,42.29263283
0,-71.12391481,42.29268694
0,-71.12379993,42.29278478
0,-71.12368133,42.29288175
0,-71.12358114,42.29296434
0,-71.12348212,42.29304559
0,-71.1233556,42.29314979
0,-71.12330196,42.29319702
0,-71.1232517,42.29324589
0,-71.12316125,42.29333698
0,-71.1231328,42.29336551
0,-71.12295191,42.29354699
0,-71.12295189,42.29354702
0,-71.1228978,42.29358549
0,-71.12289534,42.29358724
0,-71.12288642,42.29359358
0,-71.12288529,42.29359439
0,-71.12287637,42.29360073
0,-71.12281102,42.29364722
0,-71.12265239,42.29378427
0,-71.12253343,42.29388705
0,-71.12231128,42.29408021
0,-71.12230649,42.29408437
0,-71.12220255,42.29416789
0,-71.12192507,42.29439316
0,-71.12168231,42.29458678
0,-71.12157784,42.29467264
0,-71.12115229,42.29500306
0,-71.12115201,42.29500327
0,-71.12108799,42.29504873
0,-71.12073744,42.29484326
0,-71.12012155,42.29448227
0,-71.11978273,42.29428368
0,-71.11978222,42.29428338
0,-71.11944241,42.29460426
0,-71.11943073,42.29461529
0,-71.11927452,42.29476457
0,-71.11923476,42.29480256
0,-71.11922674,42.29481022
0,-71.11911462,42.29491638
0,-71.11911082,42.29491998
0,-71.11910822,42.29492244
0,-71.11878233,42.29523099
0,-71.11878134,42.29523194
0,-71.11878035,42.29523289
0,-71.1187498,42.29526217
0,-71.11842816,42.29557053
0,-71.1181035,42.29588179
0,-71.11801014,42.29583161
0,-71.11775583,42.29570522
0,-71.11733469,42.29551204
0,-71.11777395,42.29473045
0,-71.11791682,42.29445002
0,-71.11791738,42.29444885
0,-71.11793283,42.29441642
0,-71.11815323,42.2939537
0,-71.11816416,42.29393074
0,-71.11827811,42.2936721
0,-71.11843379,42.29331874
0,-71.11853578,42.29308724
0,-71.11898429,42.29169609
0,-71.11909314,42.29110402
0,-71.11914035,42.29084723
0,-71.11918007,42.2906374
0,-71.11924814,42.29027781
0,-71.11925057,42.29025375
0,-71.11944625,42.28831983
0,-71.1195637,42.28635269
0,-71.11941619,42.28635763
0,-71.11888837,42.28637533
0,-71.11867902,42.28638235
0,-71.11867887,42.28638235
0,-71.11867876,42.28638236
0,-71.11867778,42.28638238
0,-71.11832334,42.28639299
0,-71.11827925,42.2863943
0,-71.11826668,42.28639468
0,-71.11789022,42.28640594
0,-71.11756136,42.28641106
0,-71.1172009,42.28641668
0,-71.11667313,42.2864277
0,-71.11654445,42.28643039
0,-71.11621652,42.28643723
0,-71.11586465,42.28644458
0,-71.11561597,42.28644977
0,-71.11550113,42.28645216
0,-71.11542536,42.28645397
0,-71.11538301,42.28645477
0,-71.1150771,42.28646054
0,-71.11486979,42.28646446
0,-71.11486102,42.28646461
0,-71.11486097,42.28646461
0,-71.11463007,42.28646878
0,-71.11461821,42.28646899
0,-71.1146136,42.28646908
0,-71.1146072,42.28646933
0,-71.11441231,42.28647713
0,-71.1141357,42.28648053
0,-71.11408195,42.28648118
0,-71.11400465,42.28648213
0,-71.11376413,42.28648595
0,-71.11357567,42.28648893
0,-71.11313439,42.28649859
0,-71.1125202,42.28651204
0,-71.11222901,42.28651841
0,-71.11183567,42.28658192
0,-71.11120421,42.28674189
0,-71.11056027,42.28690502
0,-71.11055858,42.28690545
0,-71.11047007,42.28698884
0,-71.11028885,42.28715905
0,-71.11022581,42.28722105
0,-71.11007738,42.28736702
0,-71.11006215,42.287382
0,-71.11004679,42.2873971
0,-71.11004376,42.28740008
0,-71.1099642,42.28747832
0,-71.10981849,42.28758798
0,-71.10981232,42.28759262
0,-71.10981174,42.28759306
0,-71.10977458,42.28761643
0,-71.10967189,42.28768102
0,-71.10965664,42.28769061
0,-71.10949823,42.28779026
0,-71.10944652,42.2878171
0,-71.10815334,42.28848858
0,-71.1081528,42.28848886
0,-71.1079755,42.28861862
0,-71.1079746,42.28861928
0,-71.10724655,42.28808343
0,-71.10694171,42.28785906
0,-71.10677148,42.28773518
0,-71.10670762,42.28768871
0,-71.10666125,42.28765445
0,-71.10645515,42.28749637
0,-71.10643166,42.28747927
0,-71.10637716,42.28743958
0,-71.10591391,42.28710228
0,-71.10559395,42.28686037
0,-71.10542169,42.28673013
0,-71.10541258,42.28672277
0,-71.10475934,42.28619549
0,-71.10395264,42.28554922
0,-71.10350081,42.2851868
0,-71.10341791,42.28512057
0,-71.103281,42.28501117
0,-71.10322341,42.28496516
0,-71.10319684,42.28494393
0,-71.10303219,42.28481238
0,-71.10268677,42.28453638
0,-71.10236481,42.2842909
0,-71.10200531,42.2840168
0,-71.101622,42.28372454
0,-71.10047661,42.28289258
0,-71.10033607,42.2827905
0,-71.09981681,42.28243196
0,-71.09961428,42.28231943
0,-71.09966129,42.28227898
0,-71.09966155,42.28227875
0,-71.0996642,42.28227647
0,-71.09985486,42.2821124
0,-71.10000019,42.28203195
0,-71.10017642,42.28195779
0,-71.10047429,42.28186004
0,-71.10093513,42.28174915
0,-71.10094385,42.28174705
0,-71.10103089,42.28172611
0,-71.10103638,42.28172479
0,-71.10105855,42.28172098
0,-71.10130499,42.28167864
0,-71.10198761,42.28156138
0,-71.10199153,42.28156071
0,-71.10302718,42.28138863
0,-71.10303102,42.28138799
0,-71.10386245,42.2812468
0,-71.10392104,42.28122576
0,-71.10395496,42.28121358
0,-71.10412881,42.28115117
0,-71.10414777,42.28114436
0,-71.10415203,42.28114283
0,-71.10541079,42.28047279
0,-71.10562127,42.28038626
0,-71.10571602,42.28034731
0,-71.10577155,42.28032448
0,-71.10593447,42.28022367
0,-71.10595679,42.28020986
0,-71.10597705,42.28019056
0,-71.10656714,42.27962814
0,-71.1071097,42.27913605
0,-71.10725839,42.27899387
0,-71.10736865,42.27884622
0,-71.10737323,42.27884008
0,-71.10737752,42.27883119
0,-71.10745498,42.27867057
0,-71.1074598,42.27864488
0,-71.10746039,42.27864173
0,-71.10752957,42.27827337
0,-71.10753272,42.27825663
0,-71.1075724,42.27809776
0,-71.10761859,42.27791281
0,-71.10763526,42.27784605
0,-71.10763634,42.27784277
0,-71.10765348,42.27779059
0,-71.10774801,42.27750273
0,-71.10778535,42.2774027
0,-71.10814523,42.27653404
0,-71.10830929,42.27616057
0,-71.10833872,42.27609358
0,-71.10837162,42.27600872
0,-71.10841921,42.27588599
0,-71.10842027,42.2758826
0,-71.10844479,42.27580434
0,-71.10845656,42.27576678
0,-71.10850335,42.27561742
0,-71.1085813,42.27536858
0,-71.10878252,42.27502008
0,-71.10884275,42.2749275
0,-71.10907466,42.27457104
0,-71.10907549,42.27456941
0,-71.10911603,42.27449023
0,-71.10919551,42.27433545
0,-71.10919565,42.2743356
0,-71.10921586,42.27435696
0,-71.10925807,42.27440156
0,-71.10926159,42.27440526
0,-71.10935967,42.2744928
0,-71.10953737,42.27461897
0,-71.1096565,42.27468492
0,-71.10967154,42.27469325
0,-71.10976732,42.27474627
0,-71.110373,42.27506269
0,-71.11065848,42.27522468
0,-71.11071858,42.27525878
0,-71.11126585,42.27556931
0,-71.11408702,42.27702423
0,-71.11423514,42.27714963
0,-71.11423665,42.27715091
0,-71.11423681,42.27715104
0,-71.11423713,42.27715132
0,-71.1143152,42.27721741
0,-71.11460125,42.27744601
0,-71.11460138,42.27744611
0,-71.11460902,42.27745222
0,-71.11462213,42.27746269
0,-71.11462635,42.27746607
0,-71.11493921,42.2777161
0,-71.11502311,42.27766966
0,-71.11527494,42.27744335
0,-71.11540015,42.27755847
0,-71.11542735,42.27752434
0,-71.11547475,42.277479
0,-71.11555061,42.27740575
0,-71.11562169,42.27734298
0,-71.11570689,42.27728376
0,-71.11578264,42.27722801
0,-71.1157533,42.27685838
0,-71.1158082,42.27607637
0,-71.11583195,42.27570397
0,-71.1158691,42.27548593
0,-71.11592745,42.27531585
0,-71.116,42.27516711
0,-71.11620219,42.27490705
0,-71.11684501,42.27405782
0,-71.11716286,42.27362787
0,-71.11735782,42.27337843
0,-71.11749491,42.27321926
0,-71.11761744,42.27309728
0,-71.11775421,42.27299131
0,-71.11795562,42.27285896
0,-71.11822161,42.27271085
0,-71.11847307,42.27259462
0,-71.11869559,42.27252619
0,-71.11906104,42.27251676
0,-71.11984172,42.27256192
0,-71.1201568,42.27258956
0,-71.12027842,42.27142465
0,-71.12031587,42.2711534
0,-71.12037417,42.27098864
0,-71.12048339,42.27069634
0,-71.12060018,42.27033489
0,-71.12065629,42.27034326
0,-71.12097079,42.27053165
0,-71.12132034,42.27079925
0,-71.12139317,42.27087412
0,-71.12168097,42.27106255
0,-71.12185107,42.27117392
0,-71.12184718,42.27112026
0,-71.12190179,42.27098803
0,-71.12201105,42.27100779
0,-71.12201727,42.27095476
0,-71.12214005,42.27040827
0,-71.12192788,42.27037749
0,-71.12214685,42.26936412
0,-71.12251979,42.26941854
0,-71.12239258,42.2700222
0,-71.12259028,42.27004475
0,-71.12470189,42.27028671
0,-71.12476268,42.27028369
0,-71.12485094,42.27123888
0,-71.12482407,42.27130949
0,-71.12489472,42.27133593
0,-71.12522377,42.27141642
0,-71.12523615,42.27137866
0,-71.12558982,42.27145152
0,-71.12571653,42.27151205
0,-71.12603128,42.2715812
0,-71.12610873,42.27161328
0,-71.12592657,42.27200445
0.1,-71.12583016,42.27220419
0.1,-71.1257666,42.2723073
0.1,-71.1258807,42.27210496
0.1,-71.12583016,42.27220419
0.2,-71.1257666,42.2723073
0.2,-71.12571526,42.27239834
0.2,-71.12574734,42.27233854
0.2,-71.1257666,42.2723073
1,-71.10499158,42.32609302
1,-71.10487909,42.32609053
1,-71.10484928,42.32609043
1,-71.10478558,42.32609021
1,-71.10476284,42.32609013
1,-71.10464975,42.32609293
1,-71.10461697,42.32609375
1,-71.10458185,42.32609294
1,-71.10457953,42.32609295
1,-71.10450003,42.32609334
1,-71.1044773,42.3260942
1,-71.10444986,42.32609523
1,-71.10441081,42.3260967
1,-71.10439993,42.32609711
1,-71.10434999,42.32609969
1,-71.10430004,42.32610294
1,-71.10425033,42.32610689
1,-71.1042006,42.32611152
1,-71.10416098,42.32611578
1,-71.10416039,42.32611584
1,-71.10415764,42.32611614
1,-71.10415111,42.32611684
1,-71.10410161,42.32612284
1,-71.10405257,42.32613092
1,-71.10404404,42.32613212
1,-71.10404066,42.3261326
1,-71.10391006,42.326151
1,-71.10374607,42.32617033
1,-71.10357536,42.32619306
1,-71.10340512,42.32621374
1,-71.1033788,42.32621706
1,-71.1032358,42.32623511
1,-71.1032293,42.32623586
1,-71.103051,42.32625642
1,-71.10287706,42.32627709
1,-71.10283447,42.32628203
1,-71.10266473,42.32630174
1,-71.10251906,42.32631856
1,-71.10245703,42.32632572
1,-71.10229653,42.32634232
1,-71.10221511,42.32635164
1,-71.10203934,42.32636955
1,-71.10187216,42.32638269
1,-71.10174333,42.32639597
1,-71.10162888,42.3264038
1,-71.10152714,42.32640962
1,-71.10141619,42.32641198
1,-71.10140628,42.32641186
1,-71.10140599,42.32641186
1,-71.10133598,42.32641102
1,-71.10125306,42.32641044
1,-71.10074526,42.32640691
1,-71.10029895,42.3264077
1,-71.10012005,42.32640679
1,-71.10009176,42.32640649
1,-71.10002692,42.32640578
1,-71.09997297,42.32639985
1,-71.09996895,42.32639941
1,-71.09988141,42.32639019
1,-71.09978185,42.32638161
